ID,PARENT_ID,CHILD_ID
328e261c-794b-4b6b-9ca2-63d94aadab26,3cd16550-fc52-4c03-883c-e09472ba7bc2,bb6cae43-7436-463e-a67a-43598f1447ba
fe31b6c6-1383-4a8f-a6ca-d4309c6fa059,bb6cae43-7436-463e-a67a-43598f1447ba,5f1e6404-734d-428a-9db7-212335777dd4
26920a63-6b74-404a-b837-e2264d2298dd,5f1e6404-734d-428a-9db7-212335777dd4,b64dbfe6-15b6-423b-8eec-1c981da396be
5021f216-59f9-468d-815f-d5d49a98a9e8,b64dbfe6-15b6-423b-8eec-1c981da396be,763b7923-4300-4a6a-bfa7-81f4946d7a36
afe6c7aa-7f12-4abd-bda1-b9958e416617,5abe2e69-3deb-4240-b094-700dd96fa3d1,e82b0c78-454d-4b0b-9683-50253426e5ea
e198dcc8-335b-4611-9309-5985ab515fd1,e82b0c78-454d-4b0b-9683-50253426e5ea,ba2a9a17-31c5-45a3-9f7d-83bbee62b33e
c344a829-a46f-430d-817e-62390d766595,ba2a9a17-31c5-45a3-9f7d-83bbee62b33e,126905b6-c4a3-46ea-b966-88c9e0386fdf
7bd1c634-8f68-4026-b400-ea958bbb6ee0,126905b6-c4a3-46ea-b966-88c9e0386fdf,28f1a167-21b3-42d5-80ed-e1149d9f4c0f
be9177aa-1c82-4721-8cd7-5ef29ffc62b0,2b6c363c-35c7-4926-ad6d-3b11de5e54b8,c40039b7-0482-48da-bd4b-a36c98cbd604
3b63ffbb-708c-4b3e-b866-a7df7c96f269,c40039b7-0482-48da-bd4b-a36c98cbd604,1d77de37-a69f-41ae-989a-2c944b61e89c
c5dc0c2c-ba84-48a9-9d66-b7097ee851c4,1d77de37-a69f-41ae-989a-2c944b61e89c,24961e34-1f7e-4867-8626-bf42b9bae748
b343f9b5-641c-43ed-8614-54937ba468d3,24961e34-1f7e-4867-8626-bf42b9bae748,33ef30aa-549e-4c96-874a-5c407bc1f8d7
141082c4-22d9-451d-9d7b-a43bc88e1917,3981dcc7-fc7d-4fd1-a1eb-5c222383eaaa,5984f75a-0652-4db7-b6fd-bf77dc7a3839
4813f0ad-edc1-4b8e-b686-8d93959ee930,5984f75a-0652-4db7-b6fd-bf77dc7a3839,e07224fb-f42f-41b5-837d-a5092724038d
3fd3060f-f5c9-4dfa-81dc-9f5ac2500f97,e07224fb-f42f-41b5-837d-a5092724038d,64751090-5c0c-4020-87b7-c4ed45cfcd3e
09f3b939-c4a3-456d-95e3-46904daf34fc,64751090-5c0c-4020-87b7-c4ed45cfcd3e,6aa3da0e-5f5d-4c6a-8a1f-d3e94a604cf7
45207a81-2835-4aec-8b29-153b1b92878d,7737c966-22e1-4392-a7fc-78be9345c134,3f111d10-a8b4-4771-9c5b-864dcbc7bbca
631ae577-47b3-4c21-a861-243bfc67af4e,3f111d10-a8b4-4771-9c5b-864dcbc7bbca,883da288-a122-48d2-a1b8-26031a870c79
ab7e252d-46d5-457c-997c-39dfce3358ea,883da288-a122-48d2-a1b8-26031a870c79,df14bb89-7df2-4ec1-b731-b03309b5daac
e0322087-e85a-4ac9-ae19-2953e0e35c91,df14bb89-7df2-4ec1-b731-b03309b5daac,48068045-f5f4-4ba5-b76c-81a2e4e9cc48
68e43025-e5bd-4b46-b60d-cf5cb988b63d,48068045-f5f4-4ba5-b76c-81a2e4e9cc48,e4dd32c2-341e-4664-ba0c-93fe42d071d1
1e8bd0a7-3fb7-4738-9632-68587e3a7a6c,a518c613-a15e-42fa-9629-89435e738628,829779b0-a4c8-4717-997d-cfa8cae3417b
6c55abec-6daf-4fab-b063-db69a49d3003,829779b0-a4c8-4717-997d-cfa8cae3417b,0034d6ac-4b87-4338-b0b0-97dcb714fd32
86e9aa4f-cb34-49c5-a2c4-371b7ec68c35,0034d6ac-4b87-4338-b0b0-97dcb714fd32,791fb800-4b6a-433b-abaa-b62439d4e7a2
f61f82ae-edac-4b43-9a91-4b90dcd38528,791fb800-4b6a-433b-abaa-b62439d4e7a2,87746f63-245b-4cf8-be7d-7f0a1f411cac
f07189fd-dc6b-4755-aff0-77279faa8645,87746f63-245b-4cf8-be7d-7f0a1f411cac,dbe93ee7-b110-422b-85c4-b05990d98f3f
053d3603-2ac3-441f-95ea-d046d7e0d026,dbe93ee7-b110-422b-85c4-b05990d98f3f,490cd90f-4611-4e50-a7fb-5464ab6ae337
38c668ea-6527-4350-a6b9-9cf60f220e5c,490cd90f-4611-4e50-a7fb-5464ab6ae337,0b4968d9-ac47-47b0-99b9-7e91028f7ac8
5866c606-5882-4699-8a8e-9c5b02fc432f,0b4968d9-ac47-47b0-99b9-7e91028f7ac8,19cdc7ca-46b5-4761-85b8-ce09e7eca2bc
7c5e918f-9a37-4672-b664-35630784b137,19cdc7ca-46b5-4761-85b8-ce09e7eca2bc,34596512-be40-4596-87cb-274eacf0c12c
22f51e2b-1f8a-4a57-9671-82c6c3949fa1,34596512-be40-4596-87cb-274eacf0c12c,5aa8ef71-7153-48ca-8467-c187ea0a5ab8
f5a53725-2977-496a-960b-37218ddfbcf6,db494897-3207-4f23-88df-56b15c92481b,8f91e13c-b3bd-45c8-a8f8-a56bbd4f82dd
24a5f9ce-045f-4a87-8ea5-6c3e3503853f,8f91e13c-b3bd-45c8-a8f8-a56bbd4f82dd,f9ee2d8f-c639-4a02-b005-94f6ff4242b8
dbcd5c44-90af-4dfc-8ce6-62b580db15b9,f9ee2d8f-c639-4a02-b005-94f6ff4242b8,64d20586-10a2-402c-949a-b1bd104f1909
9b93923e-c1e9-4275-acd4-c5c572e1a5f7,c9f74e46-0722-406b-ad3b-ba3732a78a44,2f69db24-215b-48fe-a042-6dd1acfa2817
2878d727-da9a-426b-b992-dc3f08d80ab5,2f69db24-215b-48fe-a042-6dd1acfa2817,a86247eb-7c90-41ed-96d1-03c5950be636
971309fa-0306-4868-bdc6-f7ce39796bac,a86247eb-7c90-41ed-96d1-03c5950be636,190d1aeb-37c6-422e-959d-111cdf99f713
911e4754-3cd8-42ff-8b22-7e0e6327235d,e3dd0534-e7f8-4199-8a02-71687ffd6579,243a608a-225e-4637-985f-58b0a74fd454
48b257c6-543c-4410-bbd6-b5c9463648d8,243a608a-225e-4637-985f-58b0a74fd454,259d8c5f-0ba5-4252-b6fb-81894e12d827
eddc138c-3a64-4b08-b616-8d4d2c817b12,259d8c5f-0ba5-4252-b6fb-81894e12d827,10b1a0b4-88be-4f6e-99f9-ccedd8afb80b
7bdf2ac9-68b2-4069-aaef-4b0848bc0f70,10b1a0b4-88be-4f6e-99f9-ccedd8afb80b,9f7a67eb-7dd8-4724-982f-b339e7e72a7d
3e4c3b70-d13b-4d2d-a9d5-940e872da929,9f7a67eb-7dd8-4724-982f-b339e7e72a7d,45eab59c-3f99-4518-8ded-0ca957b0566c
62f0c852-75fd-4715-b924-cf6fa19fab46,45eab59c-3f99-4518-8ded-0ca957b0566c,d185d578-94c6-4b50-be18-92d5789cb5a2
6318d147-bfeb-4265-bd3c-233adee14e57,d185d578-94c6-4b50-be18-92d5789cb5a2,fa7c344c-c158-4a9e-8e99-73c92544b74b
3e26bdf7-116d-4aa3-86a4-0d8da3f02c05,fa7c344c-c158-4a9e-8e99-73c92544b74b,ce7af608-191f-41cd-a000-93f4c6ee139e
4d173f3b-063c-49f5-9d41-a2d54b3a3dcd,ce7af608-191f-41cd-a000-93f4c6ee139e,c78f2d85-1022-45dc-b525-f37c9b25fb34
4d0f55b7-64c5-4a3a-ab64-22ed67402bcd,c9ebc490-5c04-4d13-9452-de45ccd8d2b3,63d6d4d7-8178-4ca1-96ed-cb5ed0e960fd
42aac472-0a4d-45ee-bcf7-ce774b1fcab1,63d6d4d7-8178-4ca1-96ed-cb5ed0e960fd,7ec04b7b-6fe4-45fb-a457-dc84ea51b135
e7b89b57-66a1-4f85-b9ed-476038b712c2,7ec04b7b-6fe4-45fb-a457-dc84ea51b135,45d9774b-2339-452b-a97d-55663add6fb0
99a0b496-4700-4299-b97f-2bcc767ef9c1,45d9774b-2339-452b-a97d-55663add6fb0,392f9b3c-e012-41c9-9840-21775cf26213
48b8506d-0fcc-4579-9841-fb1f38571fae,392f9b3c-e012-41c9-9840-21775cf26213,4215ba40-e207-46c2-bb30-a6e0bce98c79
bf5d5f44-67b2-4828-888e-a903905fd17e,b64dbfe6-15b6-423b-8eec-1c981da396be,787e5546-9a2c-4c01-8649-775fffcd348c
09d4dfe1-2da4-497a-a330-e60035b5ebb7,787e5546-9a2c-4c01-8649-775fffcd348c,db099d5f-a49a-4164-992f-3d3784b9c901
41902e96-135d-4cf9-a6b0-7b5d49a2ee71,24961e34-1f7e-4867-8626-bf42b9bae748,cd12d169-ee27-4ef5-a765-16d4a4dae1e0
2c881e88-443c-4b40-b0f3-2710f4e00789,db099d5f-a49a-4164-992f-3d3784b9c901,cd12d169-ee27-4ef5-a765-16d4a4dae1e0
4154aaf0-d450-4781-abee-3151fcec509c,c69c84a8-1aff-46b3-8870-99fd7f5d97c9,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
92f52678-ea68-44b3-8da6-2de24b7de141,68db6732-9255-4563-ba0c-7274133774f6,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
059ec99d-0960-49b8-b98f-a71d3bf9777d,f15dc0ea-bb30-4301-a00d-becb58dfa9dc,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
31df4897-7599-4b4e-bcad-3f478102ceae,0265eeee-3838-430f-9e2e-fce17c6c70e2,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
ccd8096d-f82e-44a6-8eec-766644232d07,2fa4d11b-3953-45cc-bf7a-e6951009efb9,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
097c8379-bb93-494c-8515-b0422d12079f,99c2556d-a6b1-4f36-b132-03f47d01d070,c0a2cbf3-d09e-400d-b213-31c6c5b952e5
70af4fcc-f9a0-4562-a1ef-286c2c935b67,c0a2cbf3-d09e-400d-b213-31c6c5b952e5,1453170f-1484-4cec-81ed-4ddc7435501e
2ed51458-87e0-4c63-a106-f6699ddc42a6,1453170f-1484-4cec-81ed-4ddc7435501e,c4948481-8aaa-45f9-b35e-74c809db9d2e
b03eea2d-c7e3-4c2a-93ca-82fe898db255,c0a2cbf3-d09e-400d-b213-31c6c5b952e5,1453170f-1484-4cec-81ed-4ddc7435501e
903718ac-6000-43c7-ad92-02589d3cbacc,1453170f-1484-4cec-81ed-4ddc7435501e,c4948481-8aaa-45f9-b35e-74c809db9d2e
06c3dd66-6b9a-453c-a07a-3815d1ec5b27,5aa8ef71-7153-48ca-8467-c187ea0a5ab8,76fb38bf-8b98-4b09-8417-b6ced9a20248
b77a5fac-8b1d-44aa-99b6-38acba9d9f87,76fb38bf-8b98-4b09-8417-b6ced9a20248,336cc294-bfc3-4bbc-b88c-f142727f0d2f
cb70346b-0503-4eef-9913-dcbe7fae1b44,336cc294-bfc3-4bbc-b88c-f142727f0d2f,c69c84a8-1aff-46b3-8870-99fd7f5d97c9
b80ce0b5-cf8a-41c9-b03d-abd04923300a,e4dd32c2-341e-4664-ba0c-93fe42d071d1,bb6682dc-0d65-410e-8aa8-9bdc72728b22
6a3e5656-fda2-48ac-8791-c6d0253ccabb,bb6682dc-0d65-410e-8aa8-9bdc72728b22,68db6732-9255-4563-ba0c-7274133774f6
31dc4710-47e8-4b0e-84f6-2625d1948c17,e4dd32c2-341e-4664-ba0c-93fe42d071d1,dfe9cdd0-8637-46c0-a0f5-37ddecd1e683
0cfa1f68-789c-4c6e-8c8a-df622141a427,dfe9cdd0-8637-46c0-a0f5-37ddecd1e683,f15dc0ea-bb30-4301-a00d-becb58dfa9dc
ee21ca32-2add-4819-9e6e-441d4c87749e,64d20586-10a2-402c-949a-b1bd104f1909,9ac2c97b-7d95-4fcd-acfd-8356faa2fe21
0d881ab3-eb10-4d4b-8698-5fae8f9904ea,9ac2c97b-7d95-4fcd-acfd-8356faa2fe21,0265eeee-3838-430f-9e2e-fce17c6c70e2
7aec9ab3-6db1-45bc-b97e-89df307d0909,190d1aeb-37c6-422e-959d-111cdf99f713,2fa4d11b-3953-45cc-bf7a-e6951009efb9
797a6293-e7ca-44b3-9d49-8d067e2a9504,64751090-5c0c-4020-87b7-c4ed45cfcd3e,99c2556d-a6b1-4f36-b132-03f47d01d070
8e95d786-baea-4673-b96a-9633dea80ef0,64751090-5c0c-4020-87b7-c4ed45cfcd3e,e2df17dd-8d0b-4c9d-a5cc-0fee50352680
63efa55c-7d0e-4a21-aad8-64042f6cc2c9,c69c84a8-1aff-46b3-8870-99fd7f5d97c9,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a
19f1f1ac-ebf6-4ad0-bb0e-4f92304eefeb,68db6732-9255-4563-ba0c-7274133774f6,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a
e50b4010-0487-492e-94fc-c9c5639c2318,f15dc0ea-bb30-4301-a00d-becb58dfa9dc,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a
1e42f545-4bff-4bc0-a269-e755f1418d89,0265eeee-3838-430f-9e2e-fce17c6c70e2,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a
bef64760-63f9-4857-bb7b-139390de7ae5,2fa4d11b-3953-45cc-bf7a-e6951009efb9,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a
fd191227-6a1f-48d0-b704-61c4a8186f9f,126905b6-c4a3-46ea-b966-88c9e0386fdf,ac4e41aa-07c8-44ba-b88f-6080acaa05c4
97fea20a-dd2b-448d-817e-e34f6be7027c,99c2556d-a6b1-4f36-b132-03f47d01d070,da8090f2-0b7f-4fdc-8ab6-60fc04512188
9b0fc650-1efa-46a1-bddf-5c86e972c7da,ac4e41aa-07c8-44ba-b88f-6080acaa05c4,da8090f2-0b7f-4fdc-8ab6-60fc04512188
d6099ce3-255f-4a45-8be9-9803c734d71a,db099d5f-a49a-4164-992f-3d3784b9c901,cff1d54e-bbd4-4949-94f0-d5ff135c4133
5fbea343-2399-439a-937e-423d1be6971c,db099d5f-a49a-4164-992f-3d3784b9c901,5abf02d6-8a6e-4a71-ad20-00cd194288b4
01c052b5-530b-4233-9acd-729c2fc84e8a,787e5546-9a2c-4c01-8649-775fffcd348c,b37e3e5e-3222-40ea-993f-4cd475053228